score_id,round_id,hole_number,par,strokes,fairway_hit,green_in_regulation,putts
10501,584,7,4,5,1,0,2
10502,584,8,4,5,1,0,2
10503,584,9,4,5,0,0,1
10504,584,10,4,4,1,1,2
10505,584,11,4,3,1,1,1
10506,584,12,5,5,0,0,2
10507,584,13,4,5,1,0,3
10508,584,14,3,3,,1,3
10509,584,15,4,4,1,1,3
10510,584,16,3,3,,1,3
10511,584,17,4,5,0,0,1
10512,584,18,4,5,1,0,1
10513,585,1,5,6,0,0,3
10514,585,2,4,4,0,1,2
10515,585,3,5,4,1,1,1
10516,585,4,4,4,0,1,2
10517,585,5,3,3,,1,2
10518,585,6,4,5,1,0,2
10519,585,7,4,3,0,1,1
10520,585,8,4,4,1,1,3
10521,585,9,4,4,0,1,2
10522,585,10,4,4,1,1,1
10523,585,11,4,4,1,1,2
10524,585,12,5,4,0,1,1
10525,585,13,4,4,0,1,2
10526,585,14,3,3,,1,2
10527,585,15,4,4,1,1,1
10528,585,16,3,2,,1,1
10529,585,17,4,5,1,0,2
10530,585,18,4,4,1,1,2
10531,586,1,5,5,0,0,2
10532,586,2,4,3,0,1,1
10533,586,3,5,6,0,0,2
10534,586,4,4,5,1,0,2
10535,586,5,3,4,,0,3
10536,586,6,4,4,1,1,2
10537,586,7,4,4,0,1,2
10538,586,8,4,4,0,1,2
10539,586,9,4,4,1,1,2
10540,586,10,4,4,0,1,2
10541,586,11,4,4,1,1,2
10542,586,12,5,5,0,0,2
10543,586,13,4,4,1,1,2
10544,586,14,3,3,,1,1
10545,586,15,4,4,0,1,1
10546,586,16,3,2,,1,1
10547,586,17,4,4,0,1,2
10548,586,18,4,5,1,0,1
10549,587,1,5,5,1,0,2
10550,587,2,4,4,0,1,2
10551,587,3,5,4,0,1,1
10552,587,4,4,4,0,1,3
10553,587,5,3,3,,1,2
10554,587,6,4,5,0,0,2
10555,587,7,4,4,1,1,3
10556,587,8,4,4,0,1,1
10557,587,9,4,3,1,1,1
10558,587,10,4,3,1,1,1
10559,587,11,4,4,0,1,3
10560,587,12,5,4,0,1,1
10561,587,13,4,4,1,1,1
10562,587,14,3,3,,1,3
10563,587,15,4,4,1,1,2
10564,587,16,3,2,,1,1
10565,587,17,4,4,1,1,2
10566,587,18,4,4,1,1,2
10567,588,1,5,6,0,0,2
10568,588,2,4,4,1,1,2
10569,588,3,5,5,1,0,2
10570,588,4,4,5,1,0,2
10571,588,5,3,2,,1,1
10572,588,6,4,5,0,0,3
10573,588,7,4,4,0,1,3
10574,588,8,4,3,1,1,1
10575,588,9,4,5,1,0,3
10576,588,10,4,5,1,0,1
10577,588,11,4,4,1,1,2
10578,588,12,5,6,1,0,2
10579,588,13,4,3,1,1,1
10580,588,14,3,4,,0,2
10581,588,15,4,4,1,1,2
10582,588,16,3,5,,0,1
10583,588,17,4,4,0,1,1
10584,588,18,4,4,0,1,2
10585,589,1,5,5,1,0,2
10586,589,2,4,5,0,0,1
10587,589,3,5,6,1,0,2
10588,589,4,4,3,0,1,1
10589,589,5,3,3,,1,2
10590,589,6,4,4,1,1,1
10591,589,7,4,4,0,1,2
10592,589,8,4,4,0,1,2
10593,589,9,4,3,0,1,1
10594,589,10,4,4,0,1,3
10595,589,11,4,4,1,1,1
10596,589,12,5,4,1,1,1
10597,589,13,4,3,1,1,1
10598,589,14,3,4,,0,2
10599,589,15,4,4,1,1,2
10600,589,16,3,3,,1,2
10601,589,17,4,5,1,0,2
10602,589,18,4,3,1,1,1
10603,590,1,5,4,1,1,1
10604,590,2,4,5,1,0,1
10605,590,3,5,4,1,1,1
10606,590,4,4,4,1,1,2
10607,590,5,3,2,,1,1
10608,590,6,4,4,1,1,2
10609,590,7,4,4,1,1,3
10610,590,8,4,3,1,1,1
10611,590,9,4,4,1,1,2
10612,590,10,4,4,1,1,2
10613,590,11,4,4,0,1,2
10614,590,12,5,5,0,0,1
10615,590,13,4,4,1,1,1
10616,590,14,3,4,,0,2
10617,590,15,4,5,1,0,3
10618,590,16,3,2,,1,1
10619,590,17,4,5,1,0,1
10620,590,18,4,5,1,0,2
10621,591,1,5,6,0,0,2
10622,591,2,4,6,1,0,2
10623,591,3,5,4,1,1,1
10624,591,4,4,3,1,1,1
10625,591,5,3,3,,1,1
10626,591,6,4,5,0,0,2
10627,591,7,4,3,1,1,1
10628,591,8,4,3,1,1,1
10629,591,9,4,6,1,0,3
10630,591,10,4,4,1,1,2
10631,591,11,4,3,1,1,1
10632,591,12,5,5,1,0,2
10633,591,13,4,3,0,1,1
10634,591,14,3,3,,1,2
10635,591,15,4,3,0,1,1
10636,591,16,3,3,,1,2
10637,591,17,4,4,1,1,1
10638,591,18,4,4,1,1,1
10639,592,1,5,6,1,0,2
10640,592,2,4,4,1,1,3
10641,592,3,5,4,1,1,1
10642,592,4,4,4,0,1,1
10643,592,5,3,2,,1,1
10644,592,6,4,5,1,0,2
10645,592,7,4,4,1,1,1
10646,592,8,4,5,0,0,1
10647,592,9,4,4,1,1,1
10648,592,10,4,5,1,0,1
10649,592,11,4,3,1,1,1
10650,592,12,5,4,0,1,1
10651,592,13,4,4,0,1,2
10652,592,14,3,2,,1,1
10653,592,15,4,4,0,1,2
10654,592,16,3,3,,1,1
10655,592,17,4,5,1,0,2
10656,592,18,4,3,0,1,1
10657,593,1,5,6,1,0,2
10658,593,2,4,4,1,1,3
10659,593,3,5,5,0,0,2
10660,593,4,4,6,1,0,2
10661,593,5,3,3,,1,2
10662,593,6,4,3,1,1,1
10663,593,7,4,4,1,1,2
10664,593,8,4,4,1,1,2
10665,593,9,4,5,1,0,2
10666,593,10,4,4,1,1,2
10667,593,11,4,4,1,1,2
10668,593,12,5,4,0,1,1
10669,593,13,4,4,0,1,2
10670,593,14,3,3,,1,2
10671,593,15,4,3,1,1,1
10672,593,16,3,2,,1,1
10673,593,17,4,3,1,1,1
10674,593,18,4,5,0,0,2
10675,594,1,5,6,1,0,2
10676,594,2,4,3,1,1,1
10677,594,3,5,5,1,0,2
10678,594,4,4,3,1,1,1
10679,594,5,3,2,,1,1
10680,594,6,4,4,1,1,3
10681,594,7,4,3,1,1,1
10682,594,8,4,4,1,1,2
10683,594,9,4,4,1,1,2
10684,594,10,4,4,1,1,2
10685,594,11,4,4,1,1,1
10686,594,12,5,5,1,0,2
10687,594,13,4,4,0,1,1
10688,594,14,3,3,,1,3
10689,594,15,4,3,0,1,1
10690,594,16,3,4,,0,2
10691,594,17,4,4,1,1,1
10692,594,18,4,3,1,1,1
10693,595,1,5,4,1,1,1
10694,595,2,4,4,0,1,2
10695,595,3,5,4,1,1,1
10696,595,4,4,4,1,1,2
10697,595,5,3,3,,1,2
10698,595,6,4,4,1,1,3
10699,595,7,4,4,1,1,1
10700,595,8,4,4,0,1,2
10701,595,9,4,4,1,1,2
10702,595,10,4,4,1,1,2
10703,595,11,4,5,1,0,2
10704,595,12,5,6,0,0,1
10705,595,13,4,5,0,0,3
10706,595,14,3,2,,1,1
10707,595,15,4,4,0,1,2
10708,595,16,3,4,,0,2
10709,595,17,4,3,0,1,1
10710,595,18,4,4,1,1,2
10711,596,1,5,6,1,0,1
10712,596,2,4,4,1,1,2
10713,596,3,5,5,1,0,2
10714,596,4,4,4,1,1,2
10715,596,5,3,4,,0,1
10716,596,6,4,4,1,1,2
10717,596,7,4,4,0,1,2
10718,596,8,4,3,1,1,1
10719,596,9,4,5,1,0,3
10720,596,10,4,3,0,1,1
10721,596,11,4,4,1,1,1
10722,596,12,5,4,1,1,1
10723,596,13,4,4,0,1,3
10724,596,14,3,2,,1,1
10725,596,15,4,3,0,1,1
10726,596,16,3,3,,1,3
10727,596,17,4,4,1,1,2
10728,596,18,4,4,0,1,2
10729,597,1,5,6,1,0,3
10730,597,2,4,4,1,1,3
10731,597,3,5,6,0,0,1
10732,597,4,4,5,1,0,1
10733,597,5,3,3,,1,2
10734,597,6,4,5,1,0,3
10735,597,7,4,4,1,1,3
10736,597,8,4,3,1,1,1
10737,597,9,4,4,1,1,3
10738,597,10,4,4,0,1,1
10739,597,11,4,3,0,1,1
10740,597,12,5,6,0,0,3
10741,597,13,4,5,1,0,2
10742,597,14,3,3,,1,2
10743,597,15,4,5,0,0,2
10744,597,16,3,4,,0,2
10745,597,17,4,3,1,1,1
10746,597,18,4,5,1,0,2
10747,598,1,5,6,0,0,2
10748,598,2,4,5,0,0,2
10749,598,3,5,5,1,0,3
10750,598,4,4,3,0,1,1
10751,598,5,3,2,,1,1
10752,598,6,4,3,1,1,1
10753,598,7,4,4,1,1,2
10754,598,8,4,3,1,1,1
10755,598,9,4,5,0,0,3
10756,598,10,4,5,1,0,2
10757,598,11,4,5,0,0,1
10758,598,12,5,6,1,0,1
10759,598,13,4,4,1,1,2
10760,598,14,3,3,,1,2
10761,598,15,4,3,0,1,1
10762,598,16,3,4,,0,2
10763,598,17,4,4,1,1,2
10764,598,18,4,5,1,0,3
10765,599,1,5,5,1,0,2
10766,599,2,4,5,1,0,2
10767,599,3,5,4,1,1,1
10768,599,4,4,5,0,0,2
10769,599,5,3,5,,0,3
10770,599,6,4,4,0,1,1
10771,599,7,4,4,0,1,2
10772,599,8,4,4,1,1,2
10773,599,9,4,4,0,1,1
10774,599,10,4,4,1,1,2
10775,599,11,4,4,1,1,2
10776,599,12,5,6,0,0,2
10777,599,13,4,4,0,1,2
10778,599,14,3,2,,1,1
10779,599,15,4,4,1,1,2
10780,599,16,3,4,,0,1
10781,599,17,4,5,1,0,2
10782,599,18,4,4,0,1,2
10783,600,1,5,4,0,1,1
10784,600,2,4,4,0,1,2
10785,600,3,5,5,1,0,2
10786,600,4,4,4,1,1,1
10787,600,5,3,4,,0,1
10788,600,6,4,5,0,0,2
10789,600,7,4,4,0,1,1
10790,600,8,4,5,1,0,2
10791,600,9,4,4,1,1,2
10792,600,10,4,3,0,1,1
10793,600,11,4,3,1,1,1
10794,600,12,5,5,1,0,2
10795,600,13,4,4,0,1,2
10796,600,14,3,3,,1,2
10797,600,15,4,4,1,1,3
10798,600,16,3,3,,1,2
10799,600,17,4,3,0,1,1
10800,600,18,4,4,1,1,2
10801,601,1,5,5,1,0,1
10802,601,2,4,3,1,1,1
10803,601,3,3,3,,1,2
10804,601,4,5,5,1,0,2
10805,601,5,4,5,1,0,2
10806,601,6,4,4,1,1,2
10807,601,7,4,5,0,0,2
10808,601,8,5,4,0,1,1
10809,601,9,4,4,1,1,2
10810,601,10,4,3,0,1,1
10811,601,11,4,4,1,1,2
10812,601,12,4,5,1,0,2
10813,601,13,4,4,1,1,1
10814,601,14,5,6,0,0,2
10815,601,15,4,4,1,1,2
10816,601,16,3,4,,0,2
10817,601,17,4,4,1,1,3
10818,601,18,3,2,,1,1
10819,602,1,5,5,0,0,1
10820,602,2,4,4,0,1,2
10821,602,3,3,3,,1,2
10822,602,4,5,4,1,1,1
10823,602,5,4,5,0,0,2
10824,602,6,4,3,0,1,1
10825,602,7,4,4,0,1,2
10826,602,8,5,6,1,0,2
10827,602,9,4,4,1,1,2
10828,602,10,4,3,0,1,1
10829,602,11,4,4,1,1,2
10830,602,12,4,4,1,1,2
10831,602,13,4,4,0,1,2
10832,602,14,5,4,1,1,1
10833,602,15,4,4,1,1,3
10834,602,16,3,3,,1,2
10835,602,17,4,4,1,1,2
10836,602,18,3,2,,1,1
10837,603,1,5,6,1,0,1
10838,603,2,4,3,0,1,1
10839,603,3,3,3,,1,2
10840,603,4,5,4,0,1,1
10841,603,5,4,4,1,1,2
10842,603,6,4,3,0,1,1
10843,603,7,4,5,1,0,2
10844,603,8,5,5,0,0,3
10845,603,9,4,5,1,0,1
10846,603,10,4,3,0,1,1
10847,603,11,4,3,1,1,1
10848,603,12,4,4,1,1,2
10849,603,13,4,4,1,1,2
10850,603,14,5,6,0,0,2
10851,603,15,4,4,1,1,2
10852,603,16,3,3,,1,2
10853,603,17,4,3,1,1,1
10854,603,18,3,3,,1,2
10855,604,1,5,5,1,0,2
10856,604,2,4,4,0,1,1
10857,604,3,3,4,,0,2
10858,604,4,5,6,1,0,2
10859,604,5,4,3,1,1,1
10860,604,6,4,4,1,1,3
10861,604,7,4,4,1,1,2
10862,604,8,5,5,0,0,2
10863,604,9,4,5,1,0,2
10864,604,10,4,4,1,1,2
10865,604,11,4,4,1,1,1
10866,604,12,4,4,0,1,3
10867,604,13,4,4,1,1,2
10868,604,14,5,4,1,1,1
10869,604,15,4,4,1,1,1
10870,604,16,3,3,,1,2
10871,604,17,4,3,0,1,1
10872,604,18,3,3,,1,2
10873,605,1,5,6,1,0,2
10874,605,2,4,4,1,1,2
10875,605,3,3,2,,1,1
10876,605,4,5,4,1,1,1
10877,605,5,4,4,1,1,2
10878,605,6,4,4,1,1,2
10879,605,7,4,3,1,1,1
10880,605,8,5,5,1,0,2
10881,605,9,4,5,1,0,2
10882,605,10,4,6,1,0,2
10883,605,11,4,4,0,1,2
10884,605,12,4,3,0,1,1
10885,605,13,4,3,1,1,1
10886,605,14,5,5,1,0,2
10887,605,15,4,3,1,1,1
10888,605,16,3,2,,1,1
10889,605,17,4,4,1,1,2
10890,605,18,3,3,,1,3
10891,606,1,5,5,1,0,2
10892,606,2,4,3,1,1,1
10893,606,3,3,3,,1,2
10894,606,4,5,4,1,1,1
10895,606,5,4,4,1,1,1
10896,606,6,4,4,0,1,2
10897,606,7,4,5,0,0,2
10898,606,8,5,5,1,0,3
10899,606,9,4,5,0,0,3
10900,606,10,4,4,1,1,1
10901,606,11,4,5,1,0,2
10902,606,12,4,4,1,1,2
10903,606,13,4,4,1,1,2
10904,606,14,5,5,1,0,1
10905,606,15,4,5,1,0,1
10906,606,16,3,2,,1,1
10907,606,17,4,4,1,1,2
10908,606,18,3,3,,1,2
10909,607,1,5,5,1,0,2
10910,607,2,4,4,1,1,2
10911,607,3,3,3,,1,2
10912,607,4,5,4,0,1,1
10913,607,5,4,4,1,1,1
10914,607,6,4,5,0,0,2
10915,607,7,4,5,1,0,2
10916,607,8,5,4,1,1,1
10917,607,9,4,4,1,1,2
10918,607,10,4,4,0,1,3
10919,607,11,4,4,0,1,2
10920,607,12,4,4,1,1,3
10921,607,13,4,3,1,1,1
10922,607,14,5,5,0,0,3
10923,607,15,4,5,1,0,2
10924,607,16,3,3,,1,2
10925,607,17,4,3,0,1,1
10926,607,18,3,3,,1,1
10927,608,1,5,5,1,0,2
10928,608,2,4,5,1,0,3
10929,608,3,3,4,,0,2
10930,608,4,5,4,0,1,1
10931,608,5,4,4,1,1,2
10932,608,6,4,4,1,1,1
10933,608,7,4,3,0,1,1
10934,608,8,5,5,1,0,3
10935,608,9,4,4,1,1,2
10936,608,10,4,5,0,0,2
10937,608,11,4,4,1,1,2
10938,608,12,4,4,1,1,3
10939,608,13,4,3,1,1,1
10940,608,14,5,5,1,0,1
10941,608,15,4,5,1,0,2
10942,608,16,3,3,,1,2
10943,608,17,4,5,1,0,1
10944,608,18,3,4,,0,2
10945,609,1,5,4,1,1,1
10946,609,2,4,4,0,1,2
10947,609,3,3,3,,1,3
10948,609,4,5,6,1,0,2
10949,609,5,4,4,1,1,1
10950,609,6,4,3,1,1,1
10951,609,7,4,3,1,1,1
10952,609,8,5,6,0,0,2
10953,609,9,4,4,1,1,3
10954,609,10,4,3,0,1,1
10955,609,11,4,4,1,1,3
10956,609,12,4,3,1,1,1
10957,609,13,4,3,0,1,1
10958,609,14,5,4,1,1,1
10959,609,15,4,4,1,1,2
10960,609,16,3,4,,0,3
10961,609,17,4,3,1,1,1
10962,609,18,3,3,,1,2
10963,610,1,5,4,1,1,1
10964,610,2,4,4,1,1,3
10965,610,3,3,2,,1,1
10966,610,4,5,5,1,0,2
10967,610,5,4,3,1,1,1
10968,610,6,4,4,1,1,3
10969,610,7,4,4,1,1,2
10970,610,8,5,4,1,1,1
10971,610,9,4,5,1,0,2
10972,610,10,4,4,1,1,2
10973,610,11,4,4,1,1,2
10974,610,12,4,4,0,1,3
10975,610,13,4,4,1,1,2
10976,610,14,5,6,1,0,2
10977,610,15,4,3,1,1,1
10978,610,16,3,2,,1,1
10979,610,17,4,3,1,1,1
10980,610,18,3,3,,1,2
10981,611,1,5,4,0,1,1
10982,611,2,4,3,0,1,1
10983,611,3,3,4,,0,3
10984,611,4,5,6,1,0,2
10985,611,5,4,4,1,1,2
10986,611,6,4,4,0,1,3
10987,611,7,4,3,1,1,1
10988,611,8,5,5,1,0,2
10989,611,9,4,3,1,1,1
10990,611,10,4,5,1,0,2
10991,611,11,4,4,1,1,2
10992,611,12,4,4,1,1,2
10993,611,13,4,4,1,1,3
10994,611,14,5,5,0,0,2
10995,611,15,4,4,1,1,2
10996,611,16,3,4,,0,2
10997,611,17,4,3,1,1,1
10998,611,18,3,2,,1,1
10999,612,1,5,6,0,0,2
11000,612,2,4,5,1,0,2
11001,612,3,3,2,,1,1
11002,612,4,5,5,0,0,2
11003,612,5,4,3,0,1,1
11004,612,6,4,4,1,1,2
11005,612,7,4,4,0,1,2
11006,612,8,5,5,1,0,1
11007,612,9,4,4,1,1,2
11008,612,10,4,4,0,1,1
11009,612,11,4,4,1,1,2
11010,612,12,4,4,1,1,1
11011,612,13,4,4,1,1,1
11012,612,14,5,6,1,0,1
11013,612,15,4,3,0,1,1
11014,612,16,3,2,,1,1
11015,612,17,4,3,1,1,1
11016,612,18,3,3,,1,2
11017,613,1,5,5,1,0,3
11018,613,2,4,4,0,1,3
11019,613,3,3,3,,1,1
11020,613,4,5,6,1,0,3
11021,613,5,4,3,0,1,1
11022,613,6,4,3,0,1,1
11023,613,7,4,4,0,1,2
11024,613,8,5,5,1,0,2
11025,613,9,4,3,0,1,1
11026,613,10,4,4,1,1,1
11027,613,11,4,4,1,1,3
11028,613,12,4,3,1,1,1
11029,613,13,4,4,1,1,2
11030,613,14,5,4,1,1,1
11031,613,15,4,4,0,1,2
11032,613,16,3,2,,1,1
11033,613,17,4,4,1,1,2
11034,613,18,3,2,,1,1
11035,614,1,5,5,1,0,2
11036,614,2,4,3,0,1,1
11037,614,3,3,4,,0,2
11038,614,4,5,5,0,0,1
11039,614,5,4,4,0,1,2
11040,614,6,4,3,1,1,1
11041,614,7,4,4,1,1,2
11042,614,8,5,6,1,0,2
11043,614,9,4,3,1,1,1
11044,614,10,4,4,0,1,2
11045,614,11,4,4,1,1,2
11046,614,12,4,6,0,0,2
11047,614,13,4,4,0,1,3
11048,614,14,5,6,1,0,2
11049,614,15,4,3,1,1,1
11050,614,16,3,4,,0,1
11051,614,17,4,4,0,1,1
11052,614,18,3,3,,1,2
11053,615,1,5,6,1,0,1
11054,615,2,4,3,1,1,1
11055,615,3,3,4,,0,3
11056,615,4,5,5,1,0,1
11057,615,5,4,4,0,1,2
11058,615,6,4,5,1,0,1
11059,615,7,4,3,1,1,1
11060,615,8,5,6,1,0,3
11061,615,9,4,3,0,1,1
11062,615,10,4,3,1,1,1
11063,615,11,4,4,0,1,2
11064,615,12,4,4,0,1,1
11065,615,13,4,3,0,1,1
11066,615,14,5,4,0,1,1
11067,615,15,4,4,1,1,2
11068,615,16,3,3,,1,1
11069,615,17,4,3,0,1,1
11070,615,18,3,3,,1,3
11071,616,1,5,5,0,0,2
11072,616,2,4,3,0,1,1
11073,616,3,3,4,,0,3
11074,616,4,5,6,0,0,1
11075,616,5,4,5,0,0,3
11076,616,6,4,3,0,1,1
11077,616,7,4,5,1,0,2
11078,616,8,5,5,1,0,2
11079,616,9,4,4,0,1,2
11080,616,10,4,5,0,0,3
11081,616,11,4,3,0,1,1
11082,616,12,4,4,0,1,2
11083,616,13,4,3,1,1,1
11084,616,14,5,6,0,0,3
11085,616,15,4,3,0,1,1
11086,616,16,3,3,,1,3
11087,616,17,4,3,1,1,1
11088,616,18,3,3,,1,3
11089,617,1,5,7,0,0,3
11090,617,2,4,4,1,1,2
11091,617,3,3,2,,1,1
11092,617,4,5,5,0,0,3
11093,617,5,4,5,1,0,2
11094,617,6,4,4,0,1,2
11095,617,7,4,5,1,0,3
11096,617,8,5,4,1,1,1
11097,617,9,4,3,0,1,1
11098,617,10,4,5,0,0,3
11099,617,11,4,3,1,1,1
11100,617,12,4,4,1,1,2
11101,617,13,4,4,1,1,2
11102,617,14,5,6,1,0,1
11103,617,15,4,4,0,1,2
11104,617,16,3,3,,1,3
11105,617,17,4,3,1,1,1
11106,617,18,3,2,,1,1
11107,618,1,5,5,0,0,3
11108,618,2,4,4,1,1,1
11109,618,3,3,2,,1,1
11110,618,4,5,5,1,0,1
11111,618,5,4,4,0,1,1
11112,618,6,4,4,0,1,2
11113,618,7,4,4,0,1,1
11114,618,8,5,6,1,0,2
11115,618,9,4,4,1,1,2
11116,618,10,4,4,1,1,2
11117,618,11,4,5,1,0,3
11118,618,12,4,5,1,0,2
11119,618,13,4,4,0,1,2
11120,618,14,5,6,0,0,1
11121,618,15,4,3,0,1,1
11122,618,16,3,2,,1,1
11123,618,17,4,5,1,0,2
11124,618,18,3,2,,1,1
11125,619,1,5,5,1,0,3
11126,619,2,4,4,1,1,3
11127,619,3,3,2,,1,1
11128,619,4,5,5,0,0,1
11129,619,5,4,4,1,1,2
11130,619,6,4,5,1,0,2
11131,619,7,4,4,1,1,2
11132,619,8,5,4,1,1,1
11133,619,9,4,3,1,1,1
11134,619,10,4,5,1,0,2
11135,619,11,4,4,1,1,2
11136,619,12,4,3,1,1,1
11137,619,13,4,5,1,0,3
11138,619,14,5,4,1,1,1
11139,619,15,4,5,1,0,2
11140,619,16,3,3,,1,1
11141,619,17,4,5,1,0,3
11142,619,18,3,4,,0,3
11143,620,1,5,5,0,0,1
11144,620,2,4,4,1,1,2
11145,620,3,3,3,,1,2
11146,620,4,5,5,1,0,1
11147,620,5,4,4,1,1,2
11148,620,6,4,4,0,1,2
11149,620,7,4,5,1,0,1
11150,620,8,5,4,0,1,1
11151,620,9,4,4,1,1,1
11152,620,10,4,5,1,0,3
11153,620,11,4,4,1,1,2
11154,620,12,4,4,1,1,3
11155,620,13,4,3,1,1,1
11156,620,14,5,5,0,0,2
11157,620,15,4,3,1,1,1
11158,620,16,3,4,,0,1
11159,620,17,4,5,1,0,2
11160,620,18,3,3,,1,2
11161,621,1,5,5,1,0,2
11162,621,2,4,4,0,1,2
11163,621,3,3,4,,0,1
11164,621,4,5,4,0,1,1
11165,621,5,4,4,0,1,2
11166,621,6,4,4,0,1,2
11167,621,7,4,4,1,1,2
11168,621,8,5,6,1,0,2
11169,621,9,4,4,0,1,2
11170,621,10,4,5,1,0,2
11171,621,11,4,4,0,1,1
11172,621,12,4,3,1,1,1
11173,621,13,4,4,1,1,2
11174,621,14,5,5,0,0,2
11175,621,15,4,5,1,0,2
11176,621,16,3,3,,1,1
11177,621,17,4,3,0,1,1
11178,621,18,3,3,,1,2
11179,622,1,5,5,1,0,1
11180,622,2,4,5,1,0,3
11181,622,3,3,4,,0,2
11182,622,4,5,5,1,0,3
11183,622,5,4,5,1,0,1
11184,622,6,4,5,1,0,2
11185,622,7,4,4,1,1,2
11186,622,8,5,6,1,0,2
11187,622,9,4,4,1,1,2
11188,622,10,4,5,0,0,3
11189,622,11,4,5,0,0,2
11190,622,12,4,4,0,1,3
11191,622,13,4,5,0,0,2
11192,622,14,5,4,1,1,1
11193,622,15,4,3,0,1,1
11194,622,16,3,2,,1,1
11195,622,17,4,5,1,0,2
11196,622,18,3,4,,0,2
11197,623,1,5,5,1,0,2
11198,623,2,4,3,1,1,1
11199,623,3,3,4,,0,3
11200,623,4,5,7,0,0,1
11201,623,5,4,6,1,0,1
11202,623,6,4,6,1,0,1
11203,623,7,4,5,1,0,1
11204,623,8,5,5,0,0,3
11205,623,9,4,3,1,1,1
11206,623,10,4,4,1,1,1
11207,623,11,4,4,1,1,2
11208,623,12,4,4,0,1,2
11209,623,13,4,4,0,1,2
11210,623,14,5,5,1,0,1
11211,623,15,4,3,0,1,1
11212,623,16,3,3,,1,2
11213,623,17,4,3,0,1,1
11214,623,18,3,3,,1,2
11215,624,1,5,4,1,1,1
11216,624,2,4,4,1,1,2
11217,624,3,3,4,,0,2
11218,624,4,5,5,1,0,2
11219,624,5,4,5,0,0,2
11220,624,6,4,4,0,1,3
11221,624,7,4,4,1,1,3
11222,624,8,5,5,0,0,2
11223,624,9,4,4,1,1,3
11224,624,10,4,5,0,0,2
11225,624,11,4,5,1,0,3
11226,624,12,4,5,0,0,2
11227,624,13,4,3,1,1,1
11228,624,14,5,6,1,0,3
11229,624,15,4,4,1,1,1
11230,624,16,3,2,,1,1
11231,624,17,4,4,1,1,2
11232,624,18,3,3,,1,2
11233,625,1,5,4,0,1,1
11234,625,2,4,5,1,0,2
11235,625,3,3,3,,1,3
11236,625,4,5,5,1,0,2
11237,625,5,4,4,1,1,2
11238,625,6,4,5,1,0,3
11239,625,7,4,4,0,1,2
11240,625,8,5,5,0,0,3
11241,625,9,4,3,1,1,1
11242,625,10,4,3,1,1,1
11243,625,11,4,3,1,1,1
11244,625,12,4,4,1,1,2
11245,625,13,4,3,1,1,1
11246,625,14,5,4,1,1,1
11247,625,15,4,5,0,0,1
11248,625,16,3,4,,0,2
11249,625,17,4,5,1,0,2
11250,625,18,3,4,,0,2
11251,626,1,5,6,0,0,3
11252,626,2,4,4,1,1,2
11253,626,3,3,3,,1,2
11254,626,4,5,7,0,0,3
11255,626,5,4,4,1,1,2
11256,626,6,4,4,1,1,1
11257,626,7,4,5,0,0,2
11258,626,8,5,6,1,0,2
11259,626,9,4,4,1,1,2
11260,626,10,4,4,0,1,2
11261,626,11,4,4,1,1,1
11262,626,12,4,5,1,0,2
11263,626,13,4,5,1,0,2
11264,626,14,5,5,1,0,2
11265,626,15,4,5,0,0,1
11266,626,16,3,3,,1,2
11267,626,17,4,4,0,1,1
11268,626,18,3,2,,1,1
11269,627,1,5,5,1,0,3
11270,627,2,4,3,1,1,1
11271,627,3,3,2,,1,1
11272,627,4,5,6,0,0,2
11273,627,5,4,4,0,1,2
11274,627,6,4,4,1,1,2
11275,627,7,4,3,1,1,1
11276,627,8,5,5,1,0,3
11277,627,9,4,3,1,1,1
11278,627,10,4,4,1,1,2
11279,627,11,4,4,0,1,2
11280,627,12,4,3,1,1,1
11281,627,13,4,4,0,1,2
11282,627,14,5,4,1,1,1
11283,627,15,4,3,1,1,1
11284,627,16,3,2,,1,1
11285,627,17,4,4,1,1,3
11286,627,18,3,3,,1,1
11287,628,1,5,6,0,0,2
11288,628,2,4,5,0,0,1
11289,628,3,3,3,,1,2
11290,628,4,5,5,1,0,2
11291,628,5,4,4,0,1,2
11292,628,6,4,5,1,0,1
11293,628,7,4,4,1,1,2
11294,628,8,5,4,0,1,1
11295,628,9,4,3,0,1,1
11296,628,10,4,4,1,1,2
11297,628,11,4,3,0,1,1
11298,628,12,4,4,1,1,2
11299,628,13,4,3,1,1,1
11300,628,14,5,4,1,1,1
11301,628,15,4,3,0,1,1
11302,628,16,3,4,,0,3
11303,628,17,4,4,1,1,3
11304,628,18,3,2,,1,1
11305,629,1,5,4,1,1,1
11306,629,2,4,3,1,1,1
11307,629,3,3,2,,1,1
11308,629,4,5,5,1,0,3
11309,629,5,4,4,1,1,1
11310,629,6,4,4,1,1,1
11311,629,7,4,5,0,0,2
11312,629,8,5,6,1,0,3
11313,629,9,4,4,1,1,2
11314,629,10,4,4,1,1,3
11315,629,11,4,4,1,1,2
11316,629,12,4,3,1,1,1
11317,629,13,4,4,1,1,2
11318,629,14,5,6,1,0,1
11319,629,15,4,4,1,1,3
11320,629,16,3,2,,1,1
11321,629,17,4,6,1,0,3
11322,629,18,3,3,,1,2
11323,630,1,5,5,0,0,2
11324,630,2,4,4,0,1,3
11325,630,3,3,2,,1,1
11326,630,4,5,6,0,0,2
11327,630,5,4,4,1,1,3
11328,630,6,4,5,1,0,1
11329,630,7,4,4,1,1,2
